S0	1	1	0	0	0	2.04	0.00	0.00				512	640	128	0	720	0	0	512	448	128	0	736	0	0	512	992									0.0									-5.00	0.00	-5.00	16.00	
B0	1	1	0	0	0	2.04	0.00	0.00				B0	1	1	0	0	0	2.04	0.00	0.00				A0	1	1	0	0	8	6.14	0.00	0.00				B0	1	1	0	0	0	4.09	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	8	6.15	0.00	0.00				B0	1	1	0	0	1	6.14	0.00	0.00				B0	1	1	0	0	1	6.14	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.27	0.00	0.00				B0	1	1	0	0	4	6.14	0.00	0.00				B0	1	1	0	0	4	6.21	0.00	0.00				B0	1	1	0	0	4	6.16	0.00	0.00				B0	1	1	0	0	8	6.21	0.00	0.00				B0	1	1	0	0	20	6.16	0.00	0.00				B0	1	1	0	2	12	6.15	0.00	0.00				B0	1	1	0	2	8	6.17	0.00	0.00				0.67	0.00	0.00				B0	1	1	0	0	1	6.14	0.00	0.00				B0	1	1	0	0	1	6.14	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.27	0.00	0.00				B0	1	1	0	0	4	6.14	0.00	0.00				B0	1	1	0	0	4	6.21	0.00	0.00				B0	1	1	0	0	4	6.16	0.00	0.00				B0	1	1	0	0	8	6.21	0.00	0.00				B0	1	1	0	0	20	6.16	0.00	0.00				0.00	3.13	0.00				0	1	1	11	6	58	0.00	0.00	0.02				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.14	0.00	0.00				B0	1	1	0	0	0	6.27	0.00	0.00				B0	1	1	0	0	4	6.14	0.00	0.00				B0	1	1	0	0	4	6.21	0.00	0.00				B0	1	1	0	0	4	6.16	0.00	0.00				B0	1	1	0	0	8	6.21	0.00	0.00				B0	1	1	0	0	20	6.16	0.00	0.00				B0	1	1	0	2	12	6.15	0.00	0.00				0.00	0.00	0.00				0.00	0.00	6.00				B0	1	1	0	0	0	6.27	0.00	0.00				B0	1	1	0	0	4	6.14	0.00	0.00				B0	1	1	0	0	4	6.21	0.00	0.00				B0	1	1	0	0	4	6.16	0.00	0.00				B0	1	1	0	0	8	6.21	0.00	0.00				B0	1	1	0	0	20	6.16	0.00	0.00				B0	1	1	0	2	12	6.15	0.00	0.00				B0	1	1	0	2	8	6.17	0.00	0.00				B0	1	1	0	0	8	6.27	0.00	0.00				A0	1	1	0	l	0	6.14	0I0	0.00				NIF0	1	1	0	0	2	0.00	0.00	0.00				
S11	9	22	16	17	58	11.91	11.97	0.31				999	744	965	871	1013	1010	930	947	462	997	825	1000	840	417	931	1011									983.1									29.49	27.57	29.44	25.49	
F11	9	22	16	18	3	11.88	12.04	0.31				
F11	9	22	16	18	8	11.90	12.04	0.31				
F11	9	22	16	18	13	11.88	12.02	0.31				
F11	9	22	16	18	18	11.92	12.02	0.31				
F11	9	22	16	18	23	11.90	12.05	0.31				
F11	9	22	16	18	28	11.88	12.04	0.31				
F11	9	22	16	18	33	11.93	12.04	0.31				
F11	9	22	16	18	38	11.94	11.99	0.31				
S11	9	22	16	19	27	11.86	11.94	0.31				1002	742	963	872	1014	1009	933	946	463	997	824	999	839	416	932	1011									917.8									29.47	27.57	29.44	25.48	
F11	9	22	16	19	32	11.93	12.02	0.31				
F11	9	22	16	19	37	11.93	12.01	0.31				
F11	9	22	16	19	42	11.88	12.04	0.31				
F11	9	22	16	19	47	11.90	12.00	0.31				
F11	9	22	16	19	52	11.91	11.98	0.31				
F11	9	22	16	20	16	11.92	11.98	0.31				
F11	9	22	16	20	21	11.85	11.97	0.31				
F11	9	22	16	20	26	11.89	12.03	0.31				
M11	9	22	16	20	31	11.91	12.00	0.31				998	743	964	872	1012	1009	930	949	463	999	823	1002	840	417	933	1013									819.9	
F11	9	22	16	20	36	11.88	12.00	0.31				
F11	9	22	16	20	41	11.90	12.04	0.31				
F11	9	22	16	20	46	11.89	12.02	0.31				
F11	9	22	16	20	51	11.84	11.92	0.31				
F11	9	22	16	20	56	11.90	11.99	0.31				
F11	9	22	16	21	1	11.89	12.03	0.31				
F11	9	22	16	21	6	11.90	11.98	0.31				
F11	9	22	16	21	11	11.90	12.00	0.31				
F11	9	22	16	21	16	11.88	11.98	0.31				
F11	9	22	16	21	21	11.89	12.01	0.31				
F11	9	22	16	21	26	11.91	12.02	0.31				
M11	9	22	16	21	31	11.91	11.98	0.31				1000	745	963	872	1012	1009	933	949	463	999	824	1000	839	417	932	1012									803.2	
F11	9	22	16	21	36	11.89	12.04	0.31				
F11	9	22	16	21	41	11.89	12.04	0.32				
F11	9	22	16	21	46	11.88	11.96	0.32				
F11	9	22	16	21	51	11.89	12.00	0.32				
F11	9	22	16	24	56	11.91	12.02	0.32				
F11	9	22	16	25	1	11.87	12.00	0.32				
F11	9	22	16	25	6	11.90	12.00	0.32				
F11	9	22	16	25	11	11.88	12.01	0.32				
F11	9	22	16	25	16	11.84	11.96	0.32				
F11	9	22	16	25	21	11.91	12.03	0.32				
F11	9	22	16	25	26	11.93	12.04	0.32				
M11	9	22	16	25	31	11.87	12.05	0.32				999	745	964	871	1011	1009	933	949	463	1001	824	1001	840	417	935	1014									925.9	
F11	9	22	16	25	36	11.89	12.00	0.32				
F11	9	22	16	25	41	11.91	11.99	0.32				
F11	9	22	16	25	46	11.88	12.02	0.32				
F11	9	22	16	25	51	11.89	12.04	0.32				
F11	9	22	16	23	56	11.88	12.01	0.32				
F11	9	22	16	24	1	11.90	12.02	0.32				
F11	9	22	16	24	6	11.88	11.99	0.32				
F11	9	22	16	24	11	11.90	11.96	0.32				
F11	9	22	16	24	16	11.88	12.02	0.32				
